ID_ALOJAMIENTO,TITULO_ALOJAMIENTO,TIPO_ALOJAMIENTO,ESPACIO_ALOJAMIENTO,UBICACION,PRECIO_USD,MAX_HUESPEDES,CANTIDAD_HABITACIONES,CANTIDAD_CAMAS,CANTIDAD_BAÑOS,ES_SUPER_ANFITRION,CANTIDAD_EVALUACIONES,CALIFICACION_GENERAL,CALIFICACION_LIMPIEZA,CALIFICACION_VERACIDAD,CALIFICACION_LLEGADA,CALIFICACION_COMUNICACION,CALIFICACION_UBICACION,CALIFICACION_CALIDAD_PRECIO,FLAG_RESERV_INMEDIATA,FLAG_LLEGADA_AUTONOMA,FLAG_CANCELAC_GRATUITA,FLAG_ACEPT_MASCOTAS
7.55898E+17,Ático * Piscina de hidromasaje* playa privada *,Apartotel,Alojamiento entero,Punta Cana,159,4,2,2,2,0,19,4.53,4.7,4.8,4.6,4.3,4.7,4.5,1,1,1,0
7.93496E+17,"Villa apta para niños, piscina, residencia cerrada",Apartotel,Alojamiento entero,Puerto Plata,550,9,4,4,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
9.81664E+17,Magnifico departamento,Apartamento,Alojamiento entero,Santo Domingo,32,5,2,1,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
48699388,Loft 101 - con balcón - Desayuno - Ciudad colonial,Alojamiento,Alojamiento entero,Santo Domingo,99,2,1,1,1,1,75,4.99,5,5,5,5,5,4.9,0,1,0,0
11435625,Apartamento Vista Mar 1B/1B 402-A (4to piso),Apartotel,Alojamiento entero,Santo Domingo,95,2,1,1,1,0,3,4.33,3.7,4,4.7,5,4.3,3.3,0,1,1,0
31484594,Aparta Hotel Condo Carey,Apartotel,Habitación,Santo Domingo,58,4,18,35,2,0,No encontrado,No encontrado,4.8,4.9,5,4.9,4.9,4.8,0,1,1,0
9548773,Habitación de hotel frente a la playa n.º63 Cabarete,Apartotel,Habitación,Puerto Plata,58,4,1,2,1,0,24,4.29,4.2,4.4,4.6,4.5,4.9,4.2,0,0,1,1
7.94147E+17,"Villa apta para niños de 5 dormitorios/5 baños, piscina privada",Villa,Alojamiento entero,Puerto Plata,690,11,5,5,5,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
41119458,Aparta hotel martinis,Apartotel,Alojamiento entero,Santo Domingo,28,2,30,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
8.75214E+17,Habitaciones Xamana 5.,Apartotel,Habitación,Samaná,30,2,1,1,1,0,No encontrado,No encontrado,4.8,4.7,5,4.9,4.4,4.7,1,0,1,0
8.01467E+17,Espacio para mochileros en la casa familiar,Apartamento,Habitación,Santo Domingo,20,No encontrado,No encontrado,1,No encontrado,1,22,4.82,4.9,4.8,5,5,4.9,4.8,1,0,0,0
49769381,Aquarella Beachfront 2BR Sunset Juan Dolio,Apartamento,Habitación,Juan Dolio,No encontrado,6,2,3,2,1,71,4.96,4.8,4.9,4.8,4.9,4.9,4.9,1,1,1,0
6.02273E+17,"Suite Presidential, centro vacacional con todo incluido",Apartamento,Habitación,Puerto Plata,150,8,2,No encontrado,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.1508E+18,"Ático frente a la playa, Front Loop",Apartotel,Alojamiento entero,Puerto Plata,239,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
5.75246E+17,Impresionante vista al lago 2 BR Apartamento 233,Apartotel,Alojamiento entero,Punta Cana,315,6,2,No encontrado,2,0,41,4.8,4.8,4.8,4.8,4.8,4.9,4.8,1,1,1,0
1.04288E+18,"Refugio Romántico Las Olas: 2H,  Frente a la Playa",Villa,Alojamiento entero,Juan Dolio,143,5,2,2,2,1,16,4.94,4.8,5,4.8,5,4.9,4.9,1,1,1,1
1.07521E+18,Zona colonial Amplio apartamento,Apartamento,Alojamiento entero,Santo Domingo,63,4,2,No encontrado,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
1.12692E+18,Habitación pequeña/zona colonial,Apartamento,Habitación,Santo Domingo,18,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
5.98776E+17,Agradable casa en Boca Chica a 15min de la playa,Apartamento,Alojamiento entero,Santo Domingo,44,4,2,3,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
8580107,New Studio SideOcean View 509-A (5 .ª planta),Apartotel,Alojamiento entero,Boca Chica,75,2,1,4,1,0,34,4.44,4.6,4.5,4.6,4.3,4.7,4.3,0,0,1,1
1.15589E+18,Departamento sereno y moderno con piscina en Cap Cana,Apartamento,Alojamiento entero,Punta Cana,201,4,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
1.15163E+18,Lujosas suites reales junto a la piscina,Villa,Habitación,Puerto Plata,210,6,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
54196536,Acogedor hogar cercana al AILA y a la playa,Apartamento,Alojamiento entero,Santo Domingo,46,6,3,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
16247541,Apartamento Ocean Dream de 2 dormitorios y 2 baños,Villa,Alojamiento entero,Puerto Plata,95,4,2,2,2,1,13,4.85,4.8,5,5,4.9,4.9,4.8,0,1,1,0
8.2385E+17,Siempre en familia primero: condominio frente a la playa,Apartotel,Alojamiento entero,Juan Dolio,90,6,2,4,2,1,37,5,5,5,5,5,5,5,0,1,1,0
1.10604E+18,Confortable y hermosa villa familiar.,Apartotel,Alojamiento entero,Puerto Plata,127,8,3,6,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
53769874,Luxury Ocean front at Seawinds,Apartamento,Alojamiento entero,Puerto Plata,280,6,2,3,2,1,8,5,5,5,5,5,5,4.9,0,0,0,0
9.47766E+17,Villa de 3 dormitorios. Resort de estilo de vida de 5 estrellas.,Villa,Alojamiento entero,Puerto Plata,220,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.14638E+18,Asequible Hilltop Oceanview Studio,Apartotel,Alojamiento entero,Puerto Plata,37,2,No encontrado,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
7.9414E+17,Casa de campo en la residencia de lujo de Sosua. ¡Taxi gratuito!,Apartamento,Alojamiento entero,Puerto Plata,329,5,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
7.87812E+17,Condo en Playa Juan Dolio,Villa,Alojamiento entero,Guayacanes,115,5,2,4,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
6.90858E+17,Precioso apartamento de2 dormitorios y 2 baños en Juan Dolio D.R,Apartamento,Alojamiento entero,Guayacanes,95,4,2,2,2,0,5,5,5,5,5,5,5,5,0,0,1,0
9.49392E+17,Paraíso 3 (Primer Nivel),Apartamento,Alojamiento entero,Puerto Plata,160,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
1.01085E+18,Balcón del Mar,Apartotel,Alojamiento entero,Puerto Plata,133,8,3,No encontrado,3,1,24,4.63,4.4,4.8,4.8,4.8,4.6,4.7,1,1,1,1
23553643,Departamento grande y limpio con balcón y porche,Villa,Alojamiento entero,Samaná,73,4,2,2,1,0,18,4.89,4.8,4.8,4.9,4.7,4.9,4.8,1,1,1,1
8.16555E+17,Lujosa Villa Cherry *Excelente relación calidad-precio*,Villa,Alojamiento entero,La Romana,1800,8,4,6,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
9.27604E+17,Hermoso Departamento.,Villa,Alojamiento entero,Santo Domingo,25,2,1,1,1,0,No encontrado,No encontrado,3.3,3.3,3.3,4,3.3,3.3,0,0,1,0
9.90826E+17,Hotel Boutique Le Ress,Apartotel,Habitación,Puerto Plata,80,2,1,1,1,1,6,5,4.8,5,5,4.8,4.7,5,0,0,1,0
9.6014E+17,Acogedor apartamento,Apartamento,Alojamiento entero,Bayahibe,No encontrado,2,1,No encontrado,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
1.10991E+18,Habitación Deluxe en el Hotel Tropicana,Apartotel,Habitación,Santo Domingo,33,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
9.95045E+17,Boca chica Vacaciones,Apartamento,Alojamiento entero,Santo Domingo,50,4,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
5.977E+17,"Hermoso apartamento de un dormitorio, vista al mar",Apartotel,Alojamiento entero,Puerto Plata,79,2,1,No encontrado,1,0,6,4.33,5,4.7,4.3,4.5,4.3,4.5,0,1,0,0
9.93291E+17,Frente a Playa&Piscina+Jacuzzi+BBQ+3BR+Espaciosa,Villa,Alojamiento entero,Guayacanes,467,10,3,No encontrado,2,0,3,4.67,4.7,5,5,5,4.7,4.7,1,0,1,0
9.90856E+17,Increíbles vistas de Zona Colonial,Apartamento,Alojamiento entero,Santo Domingo,52,4,No encontrado,2,1,1,35,4.74,4.8,4.7,4.9,4.9,4.8,4.6,1,1,0,1
1.08343E+18,casa Narciso,Apartamento,Alojamiento entero,Samaná,70,4,3,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
1.09389E+18,Retiro zen en el centro de la zona Colonial,Apartamento,Habitación,Santo Domingo,26,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
53567787,Amplia casa de 3 habitaciones con piscina,Apartotel,Alojamiento entero,Puerto Plata,180,6,3,No encontrado,2,0,3,5,5,5,5,5,5,4.7,1,1,1,0
54319147,"ENCANTADORA HABITACIÓN DE 2 CAMAS, PISCINA, VISTA A LA CIUDAD Y AL MAR",Villa,Habitación,Samaná,64,2,1,1,1,0,4,4.25,4.8,4,4.8,4.8,5,4,1,0,1,1
53320660,Lujo frente a la playa @Marbella - Tranquilo,Apartotel,Alojamiento entero,Juan Dolio,250,6,2,4,2,0,10,4.6,4.6,4.7,4.6,4.7,4.9,4.9,1,1,0,1
1.1015E+18,Encuentro Cabarete 1BR gem sea view,Apartotel,Alojamiento entero,Puerto Plata,63,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
28612132,Un nuevo estilo de vida 404,Apartamento,Alojamiento entero,La Romana,75,4,2,3,2,1,89,4.94,4.9,4.9,5,4.9,4.8,4.8,0,1,1,0
1.06729E+18,The Blue Dolphin Villa - Private Resort,Apartamento,Alojamiento entero,Puerto Plata,127,6,3,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
50539517,Suite Lifestyle Vip Gold Pay All Inclusive @Resort,Apartamento,Alojamiento entero,Puerto Plata,60,4,No encontrado,2,1,0,5,4.6,4.6,4.4,5,5,5,4.4,0,1,0,0
9.52451E+17,alojamiento turístico elite satélite S.R.L,Apartotel,Alojamiento entero,Santo Domingo,40,3,1,2,1,0,18,4.56,4.7,4.7,4.7,4.6,4.6,4.6,1,1,0,0
1.1003E+18,Condominio en la tacita de plata,Casa,Alojamiento entero,Puerto Plata,73,6,No encontrado,4,2,0,6,5,5,5,5,5,5,5,1,0,1,1
9.07496E+17,Caribbean Dream Apartament,Villa,Alojamiento entero,Santo Domingo,68,4,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.92652E+17,Villa serena y cómoda en Playa Dorada,Apartamento,Alojamiento entero,Puerto Plata,125,6,1,3,2,0,8,5,5,5,5,5,5,5,1,0,0,0
51988923,HOME RELAX OCEAN AQUARELLA 22-103,Apartamento,Alojamiento entero,Juan Dolio,55,2,1,No encontrado,1,0,128,4.84,4.9,4.9,5,4.8,4.9,4.9,1,1,1,0
7.95026E+17,"Tu Segunda Casa, tu segundo hogar lejos de casa",Apartotel,Alojamiento entero,Santo Domingo,100,6,2,3,2,0,4,5,5,5,5,5,5,5,0,1,1,1
51126052,Precioso 2 dormitorios (Internet Nuevo 2023),Apartamento,Alojamiento entero,Samaná,40,4,2,2,1,0,71,4.46,4.7,4.6,4.6,4.6,4,4.5,1,0,1,0
1.13776E+18,Apartamento de 1 dormitorio con todo incluido,Villa,Habitación,Puerto Plata,230,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.61734E+17,habitación con baño privado 3,Villa,Habitación,Santo Domingo,16,No encontrado,No encontrado,1,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
6.04845E+17,Un espacio especial y acogedor para descansar.,Apartamento,Alojamiento entero,Samaná,45,4,2,No encontrado,1,0,7,4.29,4.3,4,4.1,4.4,4,4.1,0,0,1,0
9.89046E+17,2 habitaciones * Playa privada VIP *,Apartotel,Alojamiento entero,Punta Cana,99,4,2,2,2,0,6,5,5,5,4.8,5,4.5,5,1,0,1,0
1.06961E+18,Apartamento de lujo de 2 dormitorios con vistas al mar,Villa,Alojamiento entero,Santo Domingo,150,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.04233E+18,Apartamento 1D en zona Colonial,Apartotel,Alojamiento entero,Santo Domingo,63,4,2,2,2,0,10,4.7,4.8,4.9,4.6,5,4.8,4.9,1,1,0,1
9.71647E+17,Apartamento YM Puerto Plata.,Apartamento,Alojamiento entero,Puerto Plata,60,5,2,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
15085738,Encantador loft 104  Heart of  Colonial Zone,Apartotel,Alojamiento entero,Santo Domingo,50,4,1,2,1,0,490,4.64,4.8,4.8,4.8,4.8,4.9,4.6,1,1,1,0
1.03412E+18,Hotel victoriano,Habitación,Habitación,Puerto Plata,44,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
1.10074E+18,Único y Especial,Villa,Alojamiento entero,La Romana,2500,16,7,10,6,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.69709E+17,Zona Colonial - 2 Rooms,Villa,Alojamiento entero,Santo Domingo,60,4,2,3,2,1,No encontrado,No encontrado,4.8,4.8,4.8,5,4.8,4.8,0,0,0,1
6.10839E+17,Villas Casa Linda,Apartamento,Alojamiento entero,Puerto Plata,250,4,2,No encontrado,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
7.84838E+17,Estudio confortable en Cap Cana,Apartamento,Alojamiento entero,Punta Cana,120,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
16615505,Acogedora villa con vistas increíbles al campo de golf,Apartamento,Alojamiento entero,La Romana,No encontrado,6,3,5,3,0,No encontrado,No encontrado,4.6,4.8,4.7,4.7,4.8,4.8,1,0,1,0
7.45779E+17,Marbella Juan Dolio Republica Dominicana,Apartotel,Alojamiento entero,Juan Dolio,140,4,2,2,2,0,37,4.76,4.8,4.8,4.8,4.9,4.9,4.8,0,1,1,0
8.54493E+17,"Apartamento completo, acceso a playa en Punta Cana",Apartamento,Alojamiento entero,Punta Cana,76,4,2,4,2,1,14,5,5,4.9,4.9,4.9,4.8,4.9,1,1,1,0
8.07945E+17,Dpto Dream Village Boca Chica,Apartotel,Alojamiento entero,Santo Domingo,80,4,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.47019E+17,Villa 870 Casa Linda,Apartamento,Alojamiento entero,Puerto Plata,180,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
1.0738E+18,"Acogedor , seguro y espacioso",Apartamento,Alojamiento entero,Santo Domingo,60,4,2,No encontrado,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
52648500,Acogedora Habitacion Doble Zona Colonial,Apartamento,Habitación,Santo Domingo,27,2,1,1,1,1,115,4.85,4.8,4.8,4.9,4.9,4.9,4.9,1,1,1,1
40758774,Habitación con vista a la piscina sin cocina en Casa Laguna,Apartotel,Habitación,Puerto Plata,60,2,1,1,1,0,94,4.65,4.7,4.6,4.7,4.7,4.9,4.7,1,1,0,0
1.12903E+18,Estudio Familia,Apartamento,Habitación,La Romana,63,6,1,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
8.29646E+17,Apartamento Zona Colonial,Apartotel,Alojamiento entero,Santo Domingo,34,3,1,No encontrado,1,1,62,4.92,5,5,5,5,5,4.9,1,0,1,0
5.97963E+17,Condominio Cabarete de 2 habitaciones y 2 baños con piscina,Casa,Alojamiento entero,Puerto Plata,100,4,2,No encontrado,2,0,10,5,5,4.9,5,5,4.7,4.7,0,0,0,0
1.00862E+18,Golf villa familiar en casa de campo,Apartamento,Alojamiento entero,La Romana,2900,9,4,7,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.14771E+18,Mara Grande | Exquisita villa de alquiler frente al mar para grupos grandes,Apartotel,Alojamiento entero,Puerto Plata,2243,16,11,No encontrado,18,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
16619948,Cabarete Dream Condominio,Apartamento,Alojamiento entero,Puerto Plata,350,7,3,5,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
44737783,Tus mejores vacaciones a 3 minutos de la playa!!,Apartotel,Habitación,Samaná,125,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.7749E+17,Tranquilo Boca Chica -Aiport-Wifi-beach,Apartotel,Alojamiento entero,Santo Domingo,40,2,1,1,1,0,3,4.67,4.3,4.7,4.7,4.7,4.7,4.7,1,0,1,0
5.95475E+17,Acogedor apartamento a un paso de la playa!,Apartotel,Alojamiento entero,Juan Dolio,70,5,2,4,1,1,36,4.94,4.8,4.9,5,5,4.9,4.9,1,1,0,1
8.24533E+17,fantástica villa junto al mar,Apartotel,Alojamiento entero,Puerto Plata,129,6,3,No encontrado,3,0,No encontrado,No encontrado,4.8,4.8,4.8,4.8,4.8,4.8,1,0,0,1
5.71615E+17,Casa con patio y piscina propios en Zona Colonial,Apartamento,Alojamiento entero,Santo Domingo,70,2,No encontrado,No encontrado,1,1,90,4.82,4.8,4.8,4.8,4.9,4.9,4.9,0,1,1,0
31014012,"Rancho Arriba , Casa De Campo",Villa,Alojamiento entero,La Romana,700,10,4,6,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.07122E+18,Suite Ocean-View 3BR- 3BA - Luxury Resort on Beach,Villa,Habitación,Puerto Plata,249,6,3,No encontrado,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
5.61793E+17,"202A para 6 personas, piscina y cerca de la playa",Apartamento,Alojamiento entero,Juan Dolio,60,6,2,3,2,0,18,4.78,4.8,4.8,4.9,4.9,4.8,4.8,1,1,1,0
51538788,Villa Encuentro,Casa,Alojamiento entero,Puerto Plata,220,9,3,4,2,1,76,4.82,4.8,4.9,4.8,4.9,4.9,4.8,1,1,1,0
7.67274E+17,Apartamento de lujo frente a la playa / Seawinds,Villa,Alojamiento entero,Puerto Plata,190,5,2,No encontrado,2,0,6,5,4.8,5,5,5,5,4.8,1,1,0,0
6.45502E+17,Skylight 1 Habitación,Casa,Alojamiento entero,Puerto Plata,110,2,1,1,1,0,4,4.75,4.8,4.8,5,5,4.5,4.5,1,0,1,0
5.88984E+17,Hermoso Apartamento  frente a la playa,Apartotel,Alojamiento entero,Puerto Plata,48,5,2,No encontrado,2,0,48,4.6,4.2,4.6,4.6,4.7,4.8,4.6,0,0,0,0
1.03361E+18,Impecable villa en Juan Dolio,Apartotel,Alojamiento entero,Juan Dolio,405,16,5,12,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
9.70642E+17,Encantador de un dormitorio,Apartamento,Habitación,Santo Domingo,41,2,1,1,1,0,No encontrado,No encontrado,4.2,4,4.2,4.2,4.8,4.2,0,0,0,1
49191326,Loft atractivo y acogedor cerca de Playa Dorada Beach 1B,Apartamento,Alojamiento entero,Puerto Plata,45,2,1,1,1,1,69,4.72,4.9,4.8,4.9,4.8,4.7,4.8,1,1,1,0
6.30457E+17,D sandro 3 apartamento,Villa,Alojamiento entero,Puerto Plata,25,2,1,No encontrado,1,1,9,5,4.8,4.8,4.9,4.9,4.7,4.7,1,0,1,1
10848082,Sitado en el centro de Sosua. A 5 minutos de la playa.,Villa,Alojamiento entero,Puerto Plata,No encontrado,4,2,2,1,1,No encontrado,No encontrado,5,5,5,5,5,5,0,1,0,0
9.49246E+17,Exclusiva villa de ensueño,Apartamento,Alojamiento entero,La Romana,3000,16,8,13,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
7.55697E+17,2 habitaciones * Área de playa privada VIP *,Villa,Alojamiento entero,Punta Cana,99,4,2,2,2,0,53,4.79,4.8,4.9,4.8,4.9,4.8,4.9,1,1,1,0
1.05362E+18,Dormitorio 4 de la casa local Graccie,Apartamento,Habitación,Santo Domingo,67,2,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
7.51085E+17,Apartahotel Next Level - Habitación Queen con aire acondicionado,Apartamento,Habitación,Punta Cana,67,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
7.93705E+17,Acogedor Apartamento en POP,Apartamento,Alojamiento entero,Puerto Plata,No encontrado,4,2,2,1,1,No encontrado,No encontrado,5,5,5,5,4.7,5,0,1,0,0
6.96278E+17,Coral Village Family CV01,Apartotel,Alojamiento entero,Samaná,56,4,2,No encontrado,2,0,3,4,4.7,4.3,4.7,5,4.7,4,0,0,1,1
1.07969E+18,"Apt, 3hbt, A/C y piscina cerca de la zona colonial",Apartotel,Alojamiento entero,Santo Domingo,75,6,3,4,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
9.87685E+17,Ático en la azotea * Playa privada VIP,Apartotel,Alojamiento entero,Punta Cana,129,4,2,2,2,0,3,3.67,4,4,4.3,3,4.3,3.3,1,1,1,0
7.14649E+17,Casa estilo moderno con todo lo que necesita,Apartamento,Alojamiento entero,Puerto Plata,79,6,3,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.12906E+18,Casa Jobo: una habitación con vistas,Villa,Habitación,Puerto Plata,55,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.20918E+17,Casa todo incluido en el centro vacacional con piscina privada y jacuzzi,Apartotel,Alojamiento entero,Puerto Plata,No encontrado,10,5,5,7,0,No encontrado,No encontrado,5,5,5,5,5,5,1,0,0,0
38357911,Gran Villa de Golf muy cerca de la playa,Apartotel,Alojamiento entero,La Romana,700,12,4,6,5,0,6,4.17,4.5,5,4.7,4.7,5,4.5,0,1,1,1
8.51656E+17,Edificio nuevo en Sosùa,Villa,Alojamiento entero,Puerto Plata,50,2,1,1,1,1,11,4.91,4.9,4.9,4.9,5,4.8,5,1,0,1,0
6.72518E+17,Hotel cadiz colonial 2-1 con aire y balcón,Apartotel,Habitación,Santo Domingo,36,2,1,1,1,0,79,4.59,4.6,4.7,4.8,4.8,4.7,4.7,0,1,1,0
8.69567E+17,Villa superior de 2 dormitorios con piscina en Sosua,Villa,Alojamiento entero,Puerto Plata,150,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
6.37619E+17,Alojamiento entero cerca del centro de la ciudad,Apartotel,Alojamiento entero,Puerto Plata,52,4,2,No encontrado,2,1,No encontrado,No encontrado,4.8,4.7,4.8,5,4.8,4.7,1,1,1,0
9.60825E+17,Paraíso en Casa de Campo,Villa,Alojamiento entero,La Romana,2500,10,5,6,4,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
5.88282E+17,Lujo extremo 2BR Polo Villa en Casa de Campo,Apartotel,Alojamiento entero,La Romana,562,4,2,2,2,1,21,4.86,4.9,4.9,4.8,5,4.7,4.8,0,0,0,0
23234502,Apt Magallanes en La Romana Ap4,Villa,Alojamiento entero,Sosua,60,4,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
1.15359E+18,Casa de 2 dormitorios con piscina,Apartamento,Alojamiento entero,Puerto Plata,139,4,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.11549E+18,Alojamientos encantadores en La Romana,Apartotel,Alojamiento entero,La Romana,60,6,3,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
51907389,Sueño,Apartotel,Alojamiento entero,Puerto Plata,65,3,1,No encontrado,1,0,6,4.17,4.3,4.2,3.5,4.3,4.7,4.3,1,1,1,0
8.10266E+17,Todas las comidas y bebidas Inc:$ 250 por persona,Apartamento,Alojamiento entero,Puerto Plata,250,4,1,4,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
5.8577E+17,¡Apartamento hermoso frente a la playa! ¡Maravillosa vista!,Alojamiento,Alojamiento entero,Juan Dolio,127,6,2,3,2,1,80,4.85,4.8,5,4.8,4.8,4.8,4.8,1,1,0,0
